index_code,date,close,previous_close,category
000905.SH,20221125,6087.8591,6120.0659,down
000905.SH,20221128,6055.2843,6087.8591,down
000905.SH,20221129,6163.8214,6055.2843,up
000905.SH,20221130,6156.1465,6163.8214,flat
000905.SH,20221201,6186.1021,6156.1465,flat
000905.SH,20221202,6168.0127,6186.1021,flat
000905.SH,20221205,6215.1244,6168.0127,up
000905.SH,20221206,6211.2515,6215.1244,flat
000905.SH,20221207,6204.0051,6211.2515,flat
000905.SH,20221208,6186.2835,6204.0051,flat
000905.SH,20221209,6192.3009,6186.2835,flat
000905.SH,20221212,6154.8092,6192.3009,down
000905.SH,20221213,6121.6615,6154.8092,down
000905.SH,20221214,6096.3856,6121.6615,flat
000905.SH,20221215,6101.8787,6096.3856,flat
000905.SH,20221216,6072.8627,6101.8787,flat
000905.SH,20221219,5936.4751,6072.8627,down
000905.SH,20221220,5878.0314,5936.4751,down
000905.SH,20221221,5845.835,5878.0314,down
000905.SH,20221222,5779.0555,5845.835,down
000905.SH,20221223,5763.3458,5779.0555,flat
000905.SH,20221226,5843.2555,5763.3458,up
000905.SH,20221227,5885.6622,5843.2555,up
000905.SH,20221228,5862.0967,5885.6622,flat
000905.SH,20221229,5857.4021,5862.0967,flat
000905.SH,20221230,5864.4669,5857.4021,flat
000905.SH,20230103,5955.8969,5864.4669,up
000905.SH,20230104,5952.4538,5955.8969,flat
000905.SH,20230105,6010.4641,5952.4538,up
000905.SH,20230106,6012.8152,6010.4641,flat
000905.SH,20230109,6040.0193,6012.8152,flat
000905.SH,20230110,6048.2968,6040.0193,flat
000905.SH,20230111,6014.1565,6048.2968,down
000905.SH,20230112,6015.2871,6014.1565,flat
000905.SH,20230113,6057.6902,6015.2871,up
000905.SH,20230116,6126.1772,6057.6902,up
000905.SH,20230117,6132.6391,6126.1772,flat
000905.SH,20230118,6151.4557,6132.6391,flat
000905.SH,20230119,6204.3261,6151.4557,up
000905.SH,20230120,6251.4337,6204.3261,up
000905.SH,20230130,6283.3272,6251.4337,up
000905.SH,20230131,6289.15,6283.3272,flat
000905.SH,20230201,6365.9051,6289.15,up
000905.SH,20230202,6370.1411,6365.9051,flat
000905.SH,20230203,6343.6861,6370.1411,flat
000905.SH,20230206,6302.3349,6343.6861,down
000905.SH,20230207,6317.2377,6302.3349,flat
000905.SH,20230208,6268.2759,6317.2377,down
000905.SH,20230209,6354.562,6268.2759,up
000905.SH,20230210,6334.252,6354.562,flat
000905.SH,20230213,6383.8279,6334.252,up
000905.SH,20230214,6397.2146,6383.8279,flat
000905.SH,20230215,6384.3479,6397.2146,flat
000905.SH,20230216,6289.4786,6384.3479,down
000905.SH,20230217,6237.4053,6289.4786,down
000905.SH,20230220,6346.0678,6237.4053,up
000905.SH,20230221,6383.4248,6346.0678,up
000905.SH,20230222,6375.0684,6383.4248,flat
000905.SH,20230223,6360.3202,6375.0684,flat
000905.SH,20230224,6340.8435,6360.3202,flat
000905.SH,20230227,6307.2057,6340.8435,down
000905.SH,20230228,6357.5352,6307.2057,up
000905.SH,20230301,6402.1411,6357.5352,up
000905.SH,20230302,6382.2322,6402.1411,flat
000905.SH,20230303,6390.3177,6382.2322,flat
000905.SH,20230306,6395.2191,6390.3177,flat
000905.SH,20230307,6284.2986,6395.2191,down
000905.SH,20230308,6301.5157,6284.2986,flat
000905.SH,20230309,6285.9521,6301.5157,flat
000905.SH,20230310,6204.8989,6285.9521,down
000905.SH,20230313,6245.0029,6204.8989,up
000905.SH,20230314,6189.3969,6245.0029,down
000905.SH,20230315,6224.64,6189.3969,up
000905.SH,20230316,6140.8317,6224.64,down
000905.SH,20230317,6183.1843,6140.8317,up
000905.SH,20230320,6160.3541,6183.1843,flat
000905.SH,20230321,6234.6793,6160.3541,up
000905.SH,20230322,6269.7384,6234.6793,up
000905.SH,20230323,6305.7585,6269.7384,up
000905.SH,20230324,6310.0979,6305.7585,flat
000905.SH,20230327,6311.5998,6310.0979,flat
000905.SH,20230328,6279.9217,6311.5998,down
000905.SH,20230329,6260.551,6279.9217,flat
000905.SH,20230330,6286.1773,6260.551,flat
000905.SH,20230331,6339.8183,6286.1773,up
000905.SH,20230403,6413.8073,6339.8183,up
000905.SH,20230404,6408.8994,6413.8073,flat
000905.SH,20230406,6416.8456,6408.8994,flat
000905.SH,20230407,6464.4664,6416.8456,up
000905.SH,20230410,6410.5218,6464.4664,down
000905.SH,20230411,6420.877,6410.5218,flat
000905.SH,20230412,6443.4391,6420.877,flat
000905.SH,20230413,6404.6463,6443.4391,down
000905.SH,20230414,6431.0688,6404.6463,flat
000905.SH,20230417,6459.2396,6431.0688,flat
000905.SH,20230418,6449.8531,6459.2396,flat
000905.SH,20230419,6416.9696,6449.8531,down
000905.SH,20230420,6411.7564,6416.9696,flat
000905.SH,20230421,6250.5446,6411.7564,down
000905.SH,20230424,6208.7797,6250.5446,down
000905.SH,20230425,6118.1526,6208.7797,down
000905.SH,20230426,6142.1541,6118.1526,flat
000905.SH,20230427,6157.936,6142.1541,flat
000905.SH,20230428,6241.2441,6157.936,up
000905.SH,20230504,6262.3891,6241.2441,flat
000905.SH,20230505,6200.5759,6262.3891,down
000905.SH,20230508,6248.5828,6200.5759,up
000905.SH,20230509,6181.9757,6248.5828,down
000905.SH,20230510,6173.8093,6181.9757,flat
000905.SH,20230511,6154.4703,6173.8093,flat
000905.SH,20230512,6091.6464,6154.4703,down
000905.SH,20230515,6159.3888,6091.6464,up
000905.SH,20230516,6110.8271,6159.3888,down
000905.SH,20230517,6122.0518,6110.8271,flat
000905.SH,20230518,6128.1762,6122.0518,flat
000905.SH,20230519,6117.0833,6128.1762,flat
000905.SH,20230522,6115.3151,6117.0833,flat
000905.SH,20230523,6052.4297,6115.3151,down
000905.SH,20230524,6005.7913,6052.4297,down
000905.SH,20230525,5988.1885,6005.7913,flat
000905.SH,20230526,6034.9834,5988.1885,up
000905.SH,20230529,6025.1552,6034.9834,flat
000905.SH,20230530,6061.3089,6025.1552,up
000905.SH,20230531,6047.8021,6061.3089,flat
000905.SH,20230601,6051.4603,6047.8021,flat
000905.SH,20230602,6105.2181,6051.4603,up
000905.SH,20230605,6097.1059,6105.2181,flat
000905.SH,20230606,5983.4202,6097.1059,down
000905.SH,20230607,5987.011,5983.4202,flat
000905.SH,20230608,5966.1477,5987.011,flat
000905.SH,20230609,6009.5826,5966.1477,up
000905.SH,20230612,6027.7122,6009.5826,flat
000905.SH,20230613,6044.0371,6027.7122,flat
000905.SH,20230614,6044.0766,6044.0371,flat
000905.SH,20230615,6096.8075,6044.0766,up
000905.SH,20230616,6148.0125,6096.8075,up
000905.SH,20230619,6131.3849,6148.0125,flat
000905.SH,20230620,6126.1133,6131.3849,flat
000905.SH,20230621,5990.8455,6126.1133,down
000905.SH,20230626,5887.0324,5990.8455,down
000905.SH,20230627,5948.0029,5887.0324,up
000905.SH,20230628,5942.3112,5948.0029,flat
000905.SH,20230629,5940.5782,5942.3112,flat
000905.SH,20230630,5998.7293,5940.5782,up
000905.SH,20230703,6042.3122,5998.7293,up
000905.SH,20230704,6055.2577,6042.3122,flat
000905.SH,20230705,6020.8212,6055.2577,down
000905.SH,20230706,5988.5525,6020.8212,down
000905.SH,20230707,5961.6057,5988.5525,flat
000905.SH,20230710,5984.2814,5961.6057,flat
000905.SH,20230711,6029.2318,5984.2814,up
000905.SH,20230712,5962.7938,6029.2318,down
000905.SH,20230713,6044.0583,5962.7938,up
000905.SH,20230714,6030.5188,6044.0583,flat
000905.SH,20230717,6012.6895,6030.5188,flat
000905.SH,20230718,6001.7998,6012.6895,flat
000905.SH,20230719,5993.4126,6001.7998,flat
000905.SH,20230720,5925.4843,5993.4126,down
000905.SH,20230721,5925.6255,5925.4843,flat
000905.SH,20230724,5916.7141,5925.6255,flat
000905.SH,20230725,6016.6312,5916.7141,up
000905.SH,20230726,6001.5402,6016.6312,flat
000905.SH,20230727,5961.1843,6001.5402,down
000905.SH,20230728,6043.2438,5961.1843,up
000905.SH,20230731,6088.2431,6043.2438,up
000905.SH,20230801,6098.8789,6088.2431,flat
000905.SH,20230802,6077.4645,6098.8789,flat
000905.SH,20230803,6098.6868,6077.4645,flat
000905.SH,20230804,6128.556,6098.6868,flat
000905.SH,20230807,6090.7307,6128.556,down
000905.SH,20230808,6066.1019,6090.7307,flat
000905.SH,20230809,6021.7506,6066.1019,down
000905.SH,20230810,6031.7105,6021.7506,flat
000905.SH,20230811,5913.3502,6031.7105,down
000905.SH,20230814,5916.8029,5913.3502,flat
000905.SH,20230815,5879.7782,5916.8029,down
000905.SH,20230816,5833.2155,5879.7782,down
000905.SH,20230817,5874.3609,5833.2155,up
000905.SH,20230818,5777.7972,5874.3609,down
000905.SH,20230821,5710.7783,5777.7972,down
000905.SH,20230822,5741.0606,5710.7783,up
000905.SH,20230823,5629.4999,5741.0606,down
000905.SH,20230824,5652.6729,5629.4999,flat
000905.SH,20230825,5581.2116,5652.6729,down
000905.SH,20230828,5644.1405,5581.2116,up
000905.SH,20230829,5770.3155,5644.1405,up
000905.SH,20230830,5775.1534,5770.3155,flat
000905.SH,20230831,5739.3984,5775.1534,down
000905.SH,20230901,5750.8027,5739.3984,flat
000905.SH,20230904,5829.784,5750.8027,up
000905.SH,20230905,5788.7149,5829.784,down
000905.SH,20230906,5790.3806,5788.7149,flat
000905.SH,20230907,5702.7008,5790.3806,down
000905.SH,20230908,5708.6227,5702.7008,flat
000905.SH,20230911,5774.7305,5708.6227,up
000905.SH,20230912,5770.9259,5774.7305,flat
000905.SH,20230913,5715.3973,5770.9259,down
000905.SH,20230914,5702.102,5715.3973,flat
000905.SH,20230915,5704.6632,5702.102,flat
000905.SH,20230918,5719.6887,5704.6632,flat
000905.SH,20230919,5687.9007,5719.6887,down
000905.SH,20230920,5651.0062,5687.9007,down
000905.SH,20230921,5611.9186,5651.0062,down
000905.SH,20230922,5698.8168,5611.9186,up
000905.SH,20230925,5666.6642,5698.8168,down
000905.SH,20230926,5646.6544,5666.6642,flat
000905.SH,20230927,5674.3451,5646.6544,flat
000905.SH,20230928,5690.7697,5674.3451,flat
000905.SH,20231009,5658.0832,5690.7697,down
000905.SH,20231010,5630.3714,5658.0832,flat
000905.SH,20231011,5629.7886,5630.3714,flat
000905.SH,20231012,5671.6419,5629.7886,up
000905.SH,20231013,5633.3831,5671.6419,down
000905.SH,20231016,5580.6666,5633.3831,down
000905.SH,20231017,5595.3423,5580.6666,flat
000905.SH,20231018,5524.5988,5595.3423,down
000905.SH,20231019,5464.027,5524.5988,down
000905.SH,20231020,5423.6748,5464.027,down
000905.SH,20231023,5290.3343,5423.6748,down
000905.SH,20231024,5352.0123,5290.3343,up
000905.SH,20231025,5375.9983,5352.0123,flat
000905.SH,20231026,5398.934,5375.9983,flat
000905.SH,20231027,5492.0274,5398.934,up
000905.SH,20231030,5546.3881,5492.0274,up
000905.SH,20231031,5528.2385,5546.3881,flat
000905.SH,20231101,5509.9662,5528.2385,flat
000905.SH,20231102,5459.4517,5509.9662,down
000905.SH,20231103,5510.357,5459.4517,up
000905.SH,20231106,5605.0621,5510.357,up
000905.SH,20231107,5611.0983,5605.0621,flat
000905.SH,20231108,5608.0173,5611.0983,flat
000905.SH,20231109,5592.0568,5608.0173,flat
000905.SH,20231110,5573.0999,5592.0568,flat
000905.SH,20231113,5605.5688,5573.0999,up
000905.SH,20231114,5630.5534,5605.5688,flat
000905.SH,20231115,5664.617,5630.5534,up
000905.SH,20231116,5609.3607,5664.617,down
000905.SH,20231117,5631.4233,5609.3607,flat
000905.SH,20231120,5659.7727,5631.4233,up
000905.SH,20231121,5641.0844,5659.7727,flat
000905.SH,20231122,5572.8986,5641.0844,down
000905.SH,20231123,5622.9891,5572.8986,up
000905.SH,20231124,5570.4205,5622.9891,down
000905.SH,20231127,5566.5069,5570.4205,flat
000905.SH,20231128,5591.4955,5566.5069,flat
000905.SH,20231129,5553.3349,5591.4955,down
000905.SH,20231130,5545.0504,5553.3349,flat
000905.SH,20231201,5566.8689,5545.0504,flat
000905.SH,20231204,5559.0682,5566.8689,flat
000905.SH,20231205,5460.4088,5559.0682,down
000905.SH,20231206,5481.824,5460.4088,flat
000905.SH,20231207,5481.1355,5481.824,flat
000905.SH,20231208,5497.9897,5481.1355,flat
000905.SH,20231211,5564.8538,5497.9897,up
000905.SH,20231212,5566.1778,5564.8538,flat
000905.SH,20231213,5507.5128,5566.1778,down
000905.SH,20231214,5489.3267,5507.5128,flat
000905.SH,20231215,5449.7864,5489.3267,down
000905.SH,20231218,5385.2702,5449.7864,down
000905.SH,20231219,5379.8735,5385.2702,flat
000905.SH,20231220,5309.2865,5379.8735,down
000905.SH,20231221,5338.762,5309.2865,up
000905.SH,20231222,5311.6902,5338.762,down
000905.SH,20231225,5315.3746,5311.6902,flat
000905.SH,20231226,5258.2841,5315.3746,down
000905.SH,20231227,5285.5301,5258.2841,up
000905.SH,20231228,5382.7966,5285.5301,up
000905.SH,20231229,5429.2288,5382.7966,up
000905.SH,20240102,5409.4554,5429.2288,flat
000905.SH,20240103,5401.395,5409.4554,flat
000905.SH,20240104,5355.3216,5401.395,down
000905.SH,20240105,5281.8711,5355.3216,down
000905.SH,20240108,5167.6997,5281.8711,down
000905.SH,20240109,5180.653,5167.6997,flat
000905.SH,20240110,5158.0784,5180.653,flat
000905.SH,20240111,5223.8633,5158.0784,up
000905.SH,20240112,5206.178,5223.8633,flat
000905.SH,20240115,5193.2956,5206.178,flat
000905.SH,20240116,5190.3975,5193.2956,flat
000905.SH,20240117,5061.5395,5190.3975,down
000905.SH,20240118,5066.9579,5061.5395,flat
000905.SH,20240119,5018.4332,5066.9579,down
000905.SH,20240122,4780.9748,5018.4332,down
000905.SH,20240123,4865.743,4780.9748,up
000905.SH,20240124,4933.7009,4865.743,up
000905.SH,20240125,5073.1779,4933.7009,up
000905.SH,20240126,5027.0932,5073.1779,down
000905.SH,20240129,4927.9137,5027.0932,down
000905.SH,20240130,4814.9908,4927.9137,down
000905.SH,20240131,4696.9796,4814.9908,down
000905.SH,20240201,4678.7308,4696.9796,flat
000905.SH,20240202,4563.2221,4678.7308,down
000905.SH,20240205,4460.2635,4563.2221,down
000905.SH,20240206,4805.9013,4460.2635,up
000905.SH,20240207,5109.5685,4805.9013,up
000905.SH,20240208,5150.2288,5109.5685,up
000905.SH,20240219,5141.6037,5150.2288,flat
000905.SH,20240220,5140.9575,5141.6037,flat
000905.SH,20240221,5139.0372,5140.9575,flat
000905.SH,20240222,5176.3431,5139.0372,up
000905.SH,20240223,5197.7115,5176.3431,flat
000905.SH,20240226,5195.4642,5197.7115,flat
000905.SH,20240227,5307.8043,5195.4642,up
000905.SH,20240228,5184.0471,5307.8043,down
000905.SH,20240229,5346.7929,5184.0471,up
000905.SH,20240301,5379.0482,5346.7929,up
000905.SH,20240304,5388.82,5379.0482,flat
000905.SH,20240305,5351.8268,5388.82,down
000905.SH,20240306,5350.1016,5351.8268,flat
000905.SH,20240307,5277.2988,5350.1016,down
000905.SH,20240308,5349.595,5277.2988,up
000905.SH,20240311,5441.0507,5349.595,up
000905.SH,20240312,5423.7183,5441.0507,flat
000905.SH,20240313,5415.1126,5423.7183,flat
000905.SH,20240314,5392.9267,5415.1126,flat
000905.SH,20240315,5454.1463,5392.9267,up
000905.SH,20240318,5528.447,5454.1463,up
000905.SH,20240319,5478.2248,5528.447,down
000905.SH,20240320,5493.414,5478.2248,flat
000905.SH,20240321,5465.8286,5493.414,down
000905.SH,20240322,5384.5656,5465.8286,down
000905.SH,20240325,5294.7463,5384.5656,down
000905.SH,20240326,5284.4188,5294.7463,flat
000905.SH,20240327,5156.684,5284.4188,down
000905.SH,20240328,5223.806,5156.684,up
000905.SH,20240329,5286.1612,5223.806,up
000905.SH,20240401,5401.2249,5286.1612,up
000905.SH,20240402,5381.2291,5401.2249,flat
000905.SH,20240403,5374.5954,5381.2291,flat
000905.SH,20240408,5298.5912,5374.5954,down
000905.SH,20240409,5342.8982,5298.5912,up
000905.SH,20240410,5275.4727,5342.8982,down
000905.SH,20240411,5301.8094,5275.4727,flat
000905.SH,20240412,5277.219,5301.8094,flat
000905.SH,20240415,5339.7223,5277.219,up
000905.SH,20240416,5191.554,5339.7223,down
000905.SH,20240417,5339.7467,5191.554,up
000905.SH,20240418,5349.8361,5339.7467,flat
000905.SH,20240419,5314.8667,5349.8361,down
000905.SH,20240422,5267.5811,5314.8667,down
000905.SH,20240423,5208.2712,5267.5811,down
000905.SH,20240424,5263.0391,5208.2712,up
000905.SH,20240425,5259.3354,5263.0391,flat
000905.SH,20240426,5372.1209,5259.3354,up
000905.SH,20240429,5478.4908,5372.1209,up
000905.SH,20240430,5441.1411,5478.4908,down
000905.SH,20240506,5528.6036,5441.1411,up
000905.SH,20240507,5527.0847,5528.6036,flat
000905.SH,20240508,5458.7559,5527.0847,down
000905.SH,20240509,5556.7712,5458.7559,up
000905.SH,20240510,5535.3954,5556.7712,flat
000905.SH,20240513,5505.2595,5535.3954,down
000905.SH,20240514,5500.7379,5505.2595,flat
000905.SH,20240515,5446.6557,5500.7379,down
000905.SH,20240516,5424.6652,5446.6557,flat
000905.SH,20240517,5491.8944,5424.6652,up
000905.SH,20240520,5523.5013,5491.8944,up
000905.SH,20240521,5478.9131,5523.5013,down
000905.SH,20240522,5468.6068,5478.9131,flat
000905.SH,20240523,5362.3053,5468.6068,down
000905.SH,20240524,5313.4546,5362.3053,down
000905.SH,20240527,5371.3693,5313.4546,up
000905.SH,20240528,5316.1286,5371.3693,down
000905.SH,20240529,5328.3064,5316.1286,flat
000905.SH,20240530,5308.66,5328.3064,flat
000905.SH,20240531,5308.5403,5308.66,flat
000905.SH,20240603,5274.0687,5308.5403,down
000905.SH,20240604,5341.9496,5274.0687,up
000905.SH,20240605,5277.9405,5341.9496,down
000905.SH,20240606,5228.8002,5277.9405,down
000905.SH,20240607,5208.9798,5228.8002,flat
000905.SH,20240611,5217.4702,5208.9798,flat
000905.SH,20240612,5232.9534,5217.4702,flat
000905.SH,20240613,5194.59,5232.9534,down
000905.SH,20240614,5213.0927,5194.59,flat
000905.SH,20240617,5207.128,5213.0927,flat
000905.SH,20240618,5230.8913,5207.128,flat
000905.SH,20240619,5168.8204,5230.8913,down
000905.SH,20240620,5094.5653,5168.8204,down
000905.SH,20240621,5102.3292,5094.5653,flat
000905.SH,20240624,4992.9097,5102.3292,down
000905.SH,20240625,4948.6343,4992.9097,down
000905.SH,20240626,5020.4318,4948.6343,up
000905.SH,20240627,4928.0514,5020.4318,down
000905.SH,20240628,4942.7817,4928.0514,flat
000905.SH,20240701,5003.1608,4942.7817,up
000905.SH,20240702,4949.4771,5003.1608,down
000905.SH,20240703,4910.9245,4949.4771,down
000905.SH,20240704,4834.4982,4910.9245,down
000905.SH,20240705,4866.2647,4834.4982,up
000905.SH,20240708,4783.6165,4866.2647,down
000905.SH,20240709,4876.899,4783.6165,up
000905.SH,20240710,4844.1624,4876.899,down
000905.SH,20240711,4939.7318,4844.1624,up
000905.SH,20240712,4919.3639,4939.7318,flat
000905.SH,20240715,4883.8971,4919.3639,down
000905.SH,20240716,4898.3626,4883.8971,flat
000905.SH,20240717,4856.5794,4898.3626,down
000905.SH,20240718,4877.6916,4856.5794,flat
000905.SH,20240719,4872.0532,4877.6916,flat
000905.SH,20240722,4865.9778,4872.0532,flat
000905.SH,20240723,4722.7994,4865.9778,down
000905.SH,20240724,4668.0621,4722.7994,down
000905.SH,20240725,4665.4488,4668.0621,flat
000905.SH,20240726,4736.3771,4665.4488,up
000905.SH,20240729,4708.8443,4736.3771,down
000905.SH,20240730,4699.282,4708.8443,flat
000905.SH,20240731,4886.4136,4699.282,up
000905.SH,20240801,4852.9725,4886.4136,down
000905.SH,20240802,4788.6159,4852.9725,down
000905.SH,20240805,4693.8478,4788.6159,down
000905.SH,20240806,4750.776,4693.8478,up
000905.SH,20240807,4751.9408,4750.776,flat
000905.SH,20240808,4755.8149,4751.9408,flat
000905.SH,20240809,4720.3104,4755.8149,down
000905.SH,20240812,4714.1586,4720.3104,flat
000905.SH,20240813,4731.8353,4714.1586,flat
000905.SH,20240814,4667.0731,4731.8353,down
000905.SH,20240815,4698.375,4667.0731,up
000905.SH,20240816,4670.3789,4698.375,down
000905.SH,20240819,4682.9628,4670.3789,flat
000905.SH,20240820,4602.0095,4682.9628,down
000905.SH,20240821,4587.1218,4602.0095,flat
000905.SH,20240822,4533.3695,4587.1218,down
000905.SH,20240823,4537.0872,4533.3695,flat
000905.SH,20240826,4544.3594,4537.0872,flat
000905.SH,20240827,4495.2856,4544.3594,down
000905.SH,20240828,4500.0088,4495.2856,flat
000905.SH,20240829,4557.9006,4500.0088,up
000905.SH,20240830,4639.1144,4557.9006,up
000905.SH,20240902,4546.8832,4639.1144,down
000905.SH,20240903,4596.4819,4546.8832,up
000905.SH,20240904,4582.084,4596.4819,flat
000905.SH,20240905,4601.0911,4582.084,flat
000905.SH,20240906,4537.4544,4601.0911,down
000905.SH,20240909,4507.1866,4537.4544,down
000905.SH,20240910,4507.7074,4507.1866,flat
000905.SH,20240911,4514.9158,4507.7074,flat
000905.SH,20240912,4496.5919,4514.9158,flat
000905.SH,20240913,4450.9587,4496.5919,down
000905.SH,20240918,4462.8701,4450.9587,flat
000905.SH,20240919,4520.3939,4462.8701,up
000905.SH,20240920,4498.3901,4520.3939,flat
000905.SH,20240923,4494.6878,4498.3901,flat
000905.SH,20240924,4689.5964,4494.6878,up
000905.SH,20240925,4731.4755,4689.5964,up
000905.SH,20240926,4938.1839,4731.4755,up
000905.SH,20240927,5201.6656,4938.1839,up
000905.SH,20240930,5743.217,5201.6656,up
000905.SH,20241008,6155.5817,5743.217,up
000905.SH,20241009,5735.641,6155.5817,down
000905.SH,20241010,5690.8822,5735.641,down
000905.SH,20241011,5470.8133,5690.8822,down
000905.SH,20241014,5608.153,5470.8133,up
000905.SH,20241015,5472.56,5608.153,down
000905.SH,20241016,5461.0877,5472.56,flat
000905.SH,20241017,5418.9883,5461.0877,down
000905.SH,20241018,5640.0198,5418.9883,up
000905.SH,20241021,5704.225,5640.0198,up
000905.SH,20241022,5753.8497,5704.225,up
000905.SH,20241023,5776.383,5753.8497,flat
000905.SH,20241024,5726.7041,5776.383,down
000905.SH,20241025,5809.6879,5726.7041,up
000905.SH,20241028,5883.7203,5809.6879,up
000905.SH,20241029,5812.5286,5883.7203,down
000905.SH,20241030,5837.9338,5812.5286,flat
000905.SH,20241031,5901.2904,5837.9338,up
000905.SH,20241101,5831.8217,5901.2904,down
000905.SH,20241104,5928.9085,5831.8217,up
000905.SH,20241105,6111.9707,5928.9085,up
000905.SH,20241106,6125.7868,6111.9707,flat
000905.SH,20241107,6239.5598,6125.7868,up
000905.SH,20241108,6222.445,6239.5598,flat
000905.SH,20241111,6330.6152,6222.445,up
000905.SH,20241112,6263.883,6330.6152,down
000905.SH,20241113,6259.8412,6263.883,flat
000905.SH,20241114,6078.3051,6259.8412,down
000905.SH,20241115,5924.4834,6078.3051,down
000905.SH,20241118,5833.0358,5924.4834,down
000905.SH,20241119,5936.6015,5833.0358,up
000905.SH,20241120,5992.3904,5936.6015,up
000905.SH,20241121,5985.3128,5992.3904,flat
000905.SH,20241122,5750.2457,5985.3128,down
000905.SH,20241125,5735.6493,5750.2457,flat
000905.SH,20241126,5690.4792,5735.6493,down
000905.SH,20241127,5804.9368,5690.4792,up
000905.SH,20241128,5757.5965,5804.9368,down
000905.SH,20241129,5851.9385,5757.5965,up
000905.SH,20241202,5943.6245,5851.9385,up
000905.SH,20241203,5932.1207,5943.6245,flat
000905.SH,20241204,5879.2695,5932.1207,down
000905.SH,20241205,5901.9859,5879.2695,flat
000905.SH,20241206,5979.197,5901.9859,up
000905.SH,20241209,5947.1089,5979.197,down
000905.SH,20241210,5992.0937,5947.1089,up
000905.SH,20241211,6047.105,5992.0937,up
000905.SH,20241212,6100.3945,6047.105,up
000905.SH,20241213,5988.292,6100.3945,down
000905.SH,20241216,5912.6014,5988.292,down
000905.SH,20241217,5848.1628,5912.6014,down
000905.SH,20241218,5888.6162,5848.1628,up
000905.SH,20241219,5901.9155,5888.6162,flat
000905.SH,20241220,5917.1751,5901.9155,flat
000905.SH,20241223,5818.551,5917.1751,down
000905.SH,20241224,5895.2595,5818.551,up
000905.SH,20241225,5840.2889,5895.2595,down
000905.SH,20241226,5887.0605,5840.2889,up
000905.SH,20241227,5899.1665,5887.0605,flat
000905.SH,20241230,5898.884,5899.1665,flat
000905.SH,20241231,5725.7324,5898.884,down
000905.SH,20250102,5545.8174,5725.7324,down
000905.SH,20250103,5427.8041,5545.8174,down
000905.SH,20250106,5427.1007,5427.8041,flat
000905.SH,20250107,5484.6847,5427.1007,up
000905.SH,20250108,5461.5861,5484.6847,flat
000905.SH,20250109,5456.5863,5461.5861,flat
000905.SH,20250110,5369.2811,5456.5863,down
000905.SH,20250113,5381.6974,5369.2811,flat
000905.SH,20250114,5572.2722,5381.6974,up
000905.SH,20250115,5522.459,5572.2722,down
000905.SH,20250116,5545.6336,5522.459,flat
000905.SH,20250117,5587.2939,5545.6336,up
000905.SH,20250120,5614.3311,5587.2939,flat
000905.SH,20250121,5633.9249,5614.3311,flat
000905.SH,20250122,5607.0594,5633.9249,flat
000905.SH,20250123,5584.2548,5607.0594,flat
000905.SH,20250124,5649.9504,5584.2548,up
000905.SH,20250127,5589.3432,5649.9504,down
000905.SH,20250205,5614.3872,5589.3432,flat
000905.SH,20250206,5747.9012,5614.3872,up
000905.SH,20250207,5833.9883,5747.9012,up
000905.SH,20250210,5888.5509,5833.9883,up
000905.SH,20250211,5858.2805,5888.5509,down
000905.SH,20250212,5940.5299,5858.2805,up
000905.SH,20250213,5898.2611,5940.5299,down
000905.SH,20250214,5947.796,5898.2611,up
000905.SH,20250217,5948.7197,5947.796,flat
000905.SH,20250218,5840.7112,5948.7197,down
000905.SH,20250219,5943.8823,5840.7112,up
000905.SH,20250220,5957.5465,5943.8823,flat
000905.SH,20250221,6057.0648,5957.5465,up
000905.SH,20250224,6044.973,6057.0648,flat
000905.SH,20250225,5979.9653,6044.973,down
000905.SH,20250226,6051.7401,5979.9653,up
000905.SH,20250227,6028.9856,6051.7401,flat
000905.SH,20250228,5859.8708,6028.9856,down
000905.SH,20250303,5885.7696,5859.8708,flat
000905.SH,20250304,5937.6302,5885.7696,up
000905.SH,20250305,5950.7034,5937.6302,flat
000905.SH,20250306,6047.7734,5950.7034,up
000905.SH,20250307,6013.7747,6047.7734,down
000905.SH,20250310,6013.6191,6013.7747,flat
000905.SH,20250311,6044.9742,6013.6191,up
000905.SH,20250312,6040.4965,6044.9742,flat
000905.SH,20250313,5993.967,6040.4965,down
000905.SH,20250314,6099.9809,5993.967,up
000905.SH,20250317,6108.0176,6099.9809,flat
000905.SH,20250318,6133.3018,6108.0176,flat
000905.SH,20250319,6101.4369,6133.3018,down
000905.SH,20250320,6059.4859,6101.4369,down
000905.SH,20250321,5971.9302,6059.4859,down
000905.SH,20250324,5969.0789,5971.9302,flat
000905.SH,20250325,5946.951,5969.0789,flat
000905.SH,20250326,5948.4986,5946.951,flat
000905.SH,20250327,5957.6017,5948.4986,flat
000905.SH,20250328,5916.0314,5957.6017,down
000905.SH,20250331,5857.7721,5916.0314,down
000905.SH,20250401,5892.8502,5857.7721,up
000905.SH,20250402,5899.0865,5892.8502,flat
000905.SH,20250403,5845.5045,5899.0865,down
000905.SH,20250407,5287.0333,5845.5045,down
000905.SH,20250408,5326.914,5287.0333,up
000905.SH,20250409,5439.7716,5326.914,up
000905.SH,20250410,5544.0646,5439.7716,up
000905.SH,20250411,5581.3184,5544.0646,up
000905.SH,20250414,5627.1375,5581.3184,up
000905.SH,20250415,5602.534,5627.1375,flat
