date,close
2019-11-07,0.752
2019-11-08,0.754
2019-11-11,0.74
2019-11-12,0.739
2019-11-13,0.736
2019-11-14,0.738
2019-11-15,0.736
2019-11-18,0.743
2019-11-19,0.774
2019-11-20,0.768
2019-11-21,0.768
2019-11-22,0.764
2019-11-25,0.755
2019-11-26,0.755
2019-11-27,0.75
2019-11-28,0.745
2019-11-29,0.747
2019-12-02,0.754
2019-12-03,0.756
2019-12-04,0.756
2019-12-05,0.767
2019-12-06,0.773
2019-12-09,0.776
2019-12-10,0.784
2019-12-11,0.78
2019-12-12,0.775
2019-12-13,0.788
2019-12-16,0.816
2019-12-17,0.815
2019-12-18,0.838
2019-12-19,0.843
2019-12-20,0.829
2019-12-23,0.808
2019-12-24,0.832
2019-12-25,0.838
2019-12-26,0.839
2019-12-27,0.826
2019-12-30,0.838
2019-12-31,0.835
2020-01-02,0.883
2020-01-03,0.886
2020-01-06,0.905
2020-01-07,0.933
2020-01-08,0.906
2020-01-09,0.92
2020-01-10,0.916
2020-01-13,0.929
2020-01-14,0.926
2020-01-15,0.922
2020-01-16,0.912
2020-01-17,0.912
2020-01-20,0.916
2020-01-21,0.897
2020-01-22,0.902
2020-01-23,0.878
2020-02-03,0.79
2020-02-04,0.832
2020-02-05,0.849
2020-02-06,0.909
2020-02-07,0.931
2020-02-10,0.921
2020-02-11,0.912
2020-02-12,0.934
2020-02-13,0.916
2020-02-14,0.918
2020-02-17,0.947
2020-02-18,0.959
2020-02-19,0.929
2020-02-20,0.947
2020-02-21,0.971
2020-02-24,0.982
2020-02-25,0.975
2020-02-26,0.936
2020-02-27,0.946
2020-02-28,0.893
2020-03-02,0.917
2020-03-03,0.919
2020-03-04,0.918
2020-03-05,0.929
2020-03-06,0.917
2020-03-09,0.871
2020-03-10,0.901
2020-03-11,0.884
2020-03-12,0.865
2020-03-13,0.86
2020-03-16,0.822
2020-03-17,0.826
2020-03-18,0.813
2020-03-19,0.824
2020-03-20,0.839
2020-03-23,0.808
2020-03-24,0.814
2020-03-25,0.836
2020-03-26,0.835
2020-03-27,0.818
2020-03-30,0.789
2020-03-31,0.79
2020-04-01,0.785
2020-04-02,0.805
2020-04-03,0.797
2020-04-07,0.821
2020-04-08,0.823
2020-04-09,0.832
2020-04-10,0.808
2020-04-13,0.788
2020-04-14,0.819
2020-04-15,0.813
2020-04-16,0.825
2020-04-17,0.827
2020-04-20,0.832
2020-04-21,0.832
2020-04-22,0.838
2020-04-23,0.824
2020-04-24,0.813
2020-04-27,0.813
2020-04-28,0.81
2020-04-29,0.817
2020-04-30,0.839
2020-05-06,0.855
2020-05-07,0.851
2020-05-08,0.861
2020-05-11,0.86
2020-05-12,0.86
2020-05-13,0.862
2020-05-14,0.862
2020-05-15,0.858
2020-05-18,0.847
2020-05-19,0.854
2020-05-20,0.851
2020-05-21,0.837
2020-05-22,0.821
2020-05-25,0.816
2020-05-26,0.833
2020-05-27,0.822
2020-05-28,0.822
2020-05-29,0.843
2020-06-01,0.87
2020-06-02,0.867
2020-06-03,0.866
2020-06-04,0.863
2020-06-05,0.877
2020-06-08,0.872
2020-06-09,0.888
2020-06-10,0.884
2020-06-11,0.889
2020-06-12,0.902
2020-06-15,0.907
2020-06-16,0.915
2020-06-17,0.918
2020-06-18,0.915
2020-06-19,0.916
2020-06-22,0.914
2020-06-23,0.94
2020-06-24,0.944
2020-06-29,0.929
2020-06-30,0.948
2020-07-01,0.947
2020-07-02,0.95
2020-07-03,0.956
2020-07-06,0.987
2020-07-07,1.015
2020-07-08,1.016
2020-07-09,1.057
2020-07-10,1.056
2020-07-13,1.078
2020-07-14,1.07
2020-07-15,1.027
2020-07-16,0.994
2020-07-17,1.001
2020-07-20,1.022
2020-07-21,1.026
2020-07-22,1.034
2020-07-23,1.016
2020-07-24,0.963
2020-07-27,0.96
2020-07-28,0.977
2020-07-29,1.007
2020-07-30,0.989
2020-07-31,1.0
2020-08-03,1.018
2020-08-04,1.0
2020-08-05,1.007
2020-08-06,0.988
2020-08-07,0.972
2020-08-10,0.986
2020-08-11,0.966
2020-08-12,0.964
2020-08-13,0.964
2020-08-14,0.978
2020-08-17,0.996
2020-08-18,0.998
2020-08-19,0.971
2020-08-20,0.975
2020-08-21,1.005
2020-08-24,1.026
2020-08-25,1.027
2020-08-26,1.021
2020-08-27,1.025
2020-08-28,1.042
2020-08-31,1.028
2020-09-01,1.032
2020-09-02,1.043
2020-09-03,1.031
2020-09-04,1.028
2020-09-07,1.006
2020-09-08,1.017
2020-09-09,0.978
2020-09-10,0.952
2020-09-11,0.971
2020-09-14,0.983
2020-09-15,0.987
2020-09-16,0.981
2020-09-17,0.978
2020-09-18,0.996
2020-09-21,0.98
2020-09-22,0.968
2020-09-23,0.979
2020-09-24,0.959
2020-09-25,0.961
2020-09-28,0.956
2020-09-29,0.965
2020-09-30,0.962
2020-10-09,0.979
2020-10-12,0.992
2020-10-13,0.991
2020-10-14,0.989
2020-10-15,0.975
2020-10-16,0.976
2020-10-19,0.965
2020-10-20,0.976
2020-10-21,0.969
2020-10-22,0.956
2020-10-23,0.935
2020-10-26,0.937
2020-10-27,0.932
2020-10-28,0.944
2020-10-29,0.941
2020-10-30,0.917
2020-11-02,0.913
2020-11-03,0.928
2020-11-04,0.922
2020-11-05,0.937
2020-11-06,0.932
2020-11-09,0.945
2020-11-10,0.935
2020-11-11,0.914
2020-11-12,0.915
2020-11-13,0.91
2020-11-16,0.916
2020-11-17,0.907
2020-11-18,0.905
2020-11-19,0.909
2020-11-20,0.913
2020-11-23,0.904
2020-11-24,0.901
2020-11-25,0.885
2020-11-26,0.887
2020-11-27,0.891
2020-11-30,0.906
2020-12-01,0.931
2020-12-02,0.931
2020-12-03,0.932
2020-12-04,0.93
2020-12-07,0.916
2020-12-08,0.918
2020-12-09,0.898
2020-12-10,0.9
2020-12-11,0.872
2020-12-14,0.876
2020-12-15,0.879
2020-12-16,0.864
2020-12-17,0.862
2020-12-18,0.864
2020-12-21,0.877
2020-12-22,0.862
2020-12-23,0.858
2020-12-24,0.838
2020-12-25,0.829
2020-12-28,0.817
2020-12-29,0.842
2020-12-30,0.85
2020-12-31,0.862
2021-01-04,0.874
2021-01-05,0.868
2021-01-06,0.862
2021-01-07,0.841
2021-01-08,0.874
2021-01-11,0.88
2021-01-12,0.875
2021-01-13,0.871
2021-01-14,0.87
2021-01-15,0.867
2021-01-18,0.878
2021-01-19,0.875
2021-01-20,0.875
2021-01-21,0.895
2021-01-22,0.884
2021-01-25,0.873
2021-01-26,0.862
2021-01-27,0.897
2021-01-28,0.887
2021-01-29,0.874
2021-02-01,0.882
2021-02-02,0.877
2021-02-03,0.871
2021-02-04,0.842
2021-02-05,0.83
2021-02-08,0.837
2021-02-09,0.85
2021-02-10,0.852
2021-02-18,0.861
2021-02-19,0.885
2021-02-22,0.865
2021-02-23,0.85
2021-02-24,0.851
2021-02-25,0.848
2021-02-26,0.836
2021-03-01,0.86
2021-03-02,0.845
2021-03-03,0.857
2021-03-04,0.846
2021-03-05,0.857
2021-03-08,0.845
2021-03-09,0.835
2021-03-10,0.818
2021-03-11,0.827
2021-03-12,0.817
2021-03-15,0.802
2021-03-16,0.805
2021-03-17,0.811
2021-03-18,0.807
2021-03-19,0.794
2021-03-22,0.801
2021-03-23,0.799
2021-03-24,0.803
2021-03-25,0.8
2021-03-26,0.806
2021-03-29,0.794
2021-03-30,0.788
2021-03-31,0.791
2021-04-01,0.794
2021-04-02,0.799
2021-04-06,0.808
2021-04-07,0.806
2021-04-08,0.802
2021-04-09,0.802
2021-04-12,0.787
2021-04-13,0.784
2021-04-14,0.797
2021-04-15,0.791
2021-04-16,0.799
2021-04-19,0.81
2021-04-20,0.814
2021-04-21,0.811
2021-04-22,0.816
2021-04-23,0.813
2021-04-26,0.81
2021-04-27,0.807
2021-04-28,0.815
2021-04-29,0.813
2021-04-30,0.805
2021-05-06,0.796
2021-05-07,0.791
2021-05-10,0.793
2021-05-11,0.787
2021-05-12,0.8
2021-05-13,0.797
2021-05-14,0.806
2021-05-17,0.81
2021-05-18,0.815
2021-05-19,0.814
2021-05-20,0.822
2021-05-21,0.816
2021-05-24,0.825
2021-05-25,0.837
2021-05-26,0.831
2021-05-27,0.838
2021-05-28,0.83
2021-05-31,0.828
2021-06-01,0.828
2021-06-02,0.814
2021-06-03,0.815
2021-06-04,0.821
2021-06-07,0.832
2021-06-08,0.836
2021-06-09,0.83
2021-06-10,0.837
2021-06-11,0.825
2021-06-15,0.822
2021-06-16,0.807
2021-06-17,0.804
2021-06-18,0.811
2021-06-21,0.818
2021-06-22,0.814
2021-06-23,0.816
2021-06-24,0.805
2021-06-25,0.806
2021-06-28,0.811
2021-06-29,0.803
2021-06-30,0.802
2021-07-01,0.796
2021-07-02,0.787
2021-07-05,0.772
2021-07-06,0.774
2021-07-07,0.773
2021-07-08,0.76
2021-07-09,0.76
2021-07-12,0.765
2021-07-13,0.78
2021-07-14,0.769
2021-07-15,0.765
2021-07-16,0.769
2021-07-19,0.759
2021-07-20,0.756
2021-07-21,0.758
2021-07-22,0.759
2021-07-23,0.742
2021-07-26,0.712
2021-07-27,0.692
2021-07-28,0.683
2021-07-29,0.693
2021-07-30,0.689
2021-08-02,0.7
2021-08-03,0.691
2021-08-04,0.683
2021-08-05,0.667
2021-08-06,0.663
2021-08-09,0.679
2021-08-10,0.69
2021-08-11,0.689
2021-08-12,0.688
2021-08-13,0.685
2021-08-16,0.69
2021-08-17,0.674
2021-08-18,0.677
2021-08-19,0.683
2021-08-20,0.671
2021-08-23,0.687
2021-08-24,0.684
2021-08-25,0.696
2021-08-26,0.689
2021-08-27,0.679
2021-08-30,0.675
2021-08-31,0.678
2021-09-01,0.703
2021-09-02,0.702
2021-09-03,0.703
2021-09-06,0.711
2021-09-07,0.727
2021-09-08,0.762
2021-09-09,0.74
2021-09-10,0.735
2021-09-13,0.744
2021-09-14,0.729
2021-09-15,0.734
2021-09-16,0.723
2021-09-17,0.717
2021-09-22,0.709
2021-09-23,0.72
2021-09-24,0.721
2021-09-27,0.709
2021-09-28,0.703
2021-09-29,0.689
2021-09-30,0.697
2021-10-08,0.715
2021-10-11,0.72
2021-10-12,0.701
2021-10-13,0.704
2021-10-14,0.707
2021-10-15,0.701
2021-10-18,0.692
2021-10-19,0.695
2021-10-20,0.695
2021-10-21,0.689
2021-10-22,0.696
2021-10-25,0.69
2021-10-26,0.687
2021-10-27,0.679
2021-10-28,0.677
2021-10-29,0.697
2021-11-01,0.708
2021-11-02,0.701
2021-11-03,0.713
2021-11-04,0.724
2021-11-05,0.74
2021-11-08,0.745
2021-11-09,0.74
2021-11-10,0.746
2021-11-11,0.758
2021-11-12,0.758
2021-11-15,0.785
2021-11-16,0.791
2021-11-17,0.794
2021-11-18,0.774
2021-11-19,0.776
2021-11-22,0.774
2021-11-23,0.776
2021-11-24,0.785
2021-11-25,0.765
2021-11-26,0.755
2021-11-29,0.743
2021-11-30,0.741
2021-12-01,0.753
2021-12-02,0.737
2021-12-03,0.744
2021-12-06,0.736
2021-12-07,0.741
2021-12-08,0.755
2021-12-09,0.765
2021-12-10,0.776
2021-12-13,0.808
2021-12-14,0.811
2021-12-15,0.812
2021-12-16,0.826
2021-12-17,0.822
2021-12-20,0.796
2021-12-21,0.811
2021-12-22,0.838
2021-12-23,0.828
2021-12-24,0.832
2021-12-27,0.816
2021-12-28,0.816
2021-12-29,0.803
2021-12-30,0.844
2021-12-31,0.858
2022-01-04,0.891
2022-01-05,0.892
2022-01-06,0.879
2022-01-07,0.864
2022-01-10,0.864
2022-01-11,0.835
2022-01-12,0.843
2022-01-13,0.824
2022-01-14,0.831
2022-01-17,0.86
2022-01-18,0.842
2022-01-19,0.849
2022-01-20,0.827
2022-01-21,0.803
2022-01-24,0.804
2022-01-25,0.754
2022-01-26,0.754
2022-01-27,0.723
2022-01-28,0.727
2022-02-07,0.72
2022-02-08,0.731
2022-02-09,0.753
2022-02-10,0.762
2022-02-11,0.743
2022-02-14,0.745
2022-02-15,0.751
2022-02-16,0.754
2022-02-17,0.74
2022-02-18,0.745
2022-02-21,0.752
2022-02-22,0.718
2022-02-23,0.733
2022-02-24,0.701
2022-02-25,0.707
2022-02-28,0.704
2022-03-01,0.712
2022-03-02,0.707
2022-03-03,0.703
2022-03-04,0.701
2022-03-07,0.685
2022-03-08,0.662
2022-03-09,0.655
2022-03-10,0.658
2022-03-11,0.667
2022-03-14,0.647
2022-03-15,0.608
2022-03-16,0.635
2022-03-17,0.657
2022-03-18,0.662
2022-03-21,0.663
2022-03-22,0.667
2022-03-23,0.67
2022-03-24,0.654
2022-03-25,0.655
2022-03-28,0.665
2022-03-29,0.656
2022-03-30,0.671
2022-03-31,0.67
2022-04-01,0.691
2022-04-06,0.693
2022-04-07,0.675
2022-04-08,0.658
2022-04-11,0.635
2022-04-12,0.653
2022-04-13,0.63
2022-04-14,0.635
2022-04-15,0.621
2022-04-18,0.616
2022-04-19,0.62
2022-04-20,0.617
2022-04-21,0.597
2022-04-22,0.589
2022-04-25,0.55
2022-04-26,0.548
2022-04-27,0.561
2022-04-28,0.55
2022-04-29,0.59
2022-05-05,0.587
2022-05-06,0.573
2022-05-09,0.58
2022-05-10,0.583
2022-05-11,0.586
2022-05-12,0.586
2022-05-13,0.588
2022-05-16,0.59
2022-05-17,0.59
2022-05-18,0.587
2022-05-19,0.585
2022-05-20,0.595
2022-05-23,0.599
2022-05-24,0.577
2022-05-25,0.6
2022-05-26,0.606
2022-05-27,0.601
2022-05-30,0.603
2022-05-31,0.614
2022-06-01,0.615
2022-06-02,0.615
2022-06-06,0.626
2022-06-07,0.624
2022-06-08,0.629
2022-06-09,0.621
2022-06-10,0.629
2022-06-13,0.621
2022-06-14,0.62
2022-06-15,0.626
2022-06-16,0.645
2022-06-17,0.635
2022-06-20,0.641
2022-06-21,0.646
2022-06-22,0.625
2022-06-23,0.628
2022-06-24,0.63
2022-06-27,0.639
2022-06-28,0.644
2022-06-29,0.635
2022-06-30,0.643
2022-07-01,0.632
2022-07-04,0.632
2022-07-05,0.623
2022-07-06,0.612
2022-07-07,0.609
2022-07-08,0.616
2022-07-11,0.606
2022-07-12,0.601
2022-07-13,0.604
2022-07-14,0.602
2022-07-15,0.588
2022-07-18,0.604
2022-07-19,0.613
2022-07-20,0.615
2022-07-21,0.621
2022-07-22,0.611
2022-07-25,0.605
2022-07-26,0.617
2022-07-27,0.611
2022-07-28,0.615
2022-07-29,0.605
2022-08-01,0.605
2022-08-02,0.583
2022-08-03,0.577
2022-08-04,0.582
2022-08-05,0.599
2022-08-08,0.598
2022-08-09,0.594
2022-08-10,0.589
2022-08-11,0.609
2022-08-12,0.615
2022-08-15,0.608
2022-08-16,0.604
2022-08-17,0.613
2022-08-18,0.603
2022-08-19,0.609
2022-08-22,0.618
2022-08-23,0.609
2022-08-24,0.602
2022-08-25,0.604
2022-08-26,0.603
2022-08-29,0.6
2022-08-30,0.606
2022-08-31,0.606
2022-09-01,0.592
2022-09-02,0.603
2022-09-05,0.595
2022-09-06,0.596
2022-09-07,0.585
2022-09-08,0.582
2022-09-09,0.585
2022-09-13,0.586
2022-09-14,0.579
2022-09-15,0.576
2022-09-16,0.565
2022-09-19,0.553
2022-09-20,0.556
2022-09-21,0.558
2022-09-22,0.55
2022-09-23,0.54
2022-09-26,0.531
2022-09-27,0.548
2022-09-28,0.539
2022-09-29,0.528
2022-09-30,0.528
2022-10-10,0.514
2022-10-11,0.513
2022-10-12,0.524
2022-10-13,0.525
2022-10-14,0.537
2022-10-17,0.541
2022-10-18,0.539
2022-10-19,0.531
2022-10-20,0.535
2022-10-21,0.526
2022-10-24,0.51
2022-10-25,0.506
2022-10-26,0.515
2022-10-27,0.523
2022-10-28,0.506
2022-10-31,0.511
2022-11-01,0.528
2022-11-02,0.54
2022-11-03,0.535
2022-11-04,0.546
2022-11-07,0.555
2022-11-08,0.555
2022-11-09,0.552
2022-11-10,0.567
2022-11-11,0.569
2022-11-14,0.571
2022-11-15,0.579
2022-11-16,0.587
2022-11-17,0.603
2022-11-18,0.601
2022-11-21,0.587
2022-11-22,0.581
2022-11-23,0.576
2022-11-24,0.571
2022-11-25,0.572
2022-11-28,0.572
2022-11-29,0.588
2022-11-30,0.587
2022-12-01,0.595
2022-12-02,0.6
2022-12-05,0.614
2022-12-06,0.606
2022-12-07,0.61
2022-12-08,0.609
2022-12-09,0.605
2022-12-12,0.597
2022-12-13,0.6
2022-12-14,0.603
2022-12-15,0.599
2022-12-16,0.595
2022-12-19,0.583
2022-12-20,0.572
2022-12-21,0.576
2022-12-22,0.58
2022-12-23,0.59
2022-12-26,0.59
2022-12-27,0.591
2022-12-28,0.593
2022-12-29,0.588
2022-12-30,0.599
2023-01-03,0.615
2023-01-04,0.622
2023-01-05,0.632
2023-01-06,0.617
2023-01-09,0.628
2023-01-10,0.636
2023-01-11,0.622
2023-01-12,0.624
2023-01-13,0.633
2023-01-16,0.632
2023-01-17,0.624
2023-01-18,0.633
2023-01-19,0.64
2023-01-20,0.644
2023-01-30,0.642
2023-01-31,0.645
2023-02-01,0.653
2023-02-02,0.66
2023-02-03,0.668
2023-02-06,0.672
2023-02-07,0.686
2023-02-08,0.671
2023-02-09,0.687
2023-02-10,0.688
2023-02-13,0.694
2023-02-14,0.688
2023-02-15,0.701
2023-02-16,0.698
2023-02-17,0.678
2023-02-20,0.704
2023-02-21,0.694
2023-02-22,0.686
2023-02-23,0.675
2023-02-24,0.674
2023-02-27,0.663
2023-02-28,0.671
2023-03-01,0.698
2023-03-02,0.709
2023-03-03,0.706
2023-03-06,0.701
2023-03-07,0.684
2023-03-08,0.694
2023-03-09,0.692
2023-03-10,0.68
2023-03-13,0.699
2023-03-14,0.695
2023-03-15,0.692
2023-03-16,0.697
2023-03-17,0.73
2023-03-20,0.75
2023-03-21,0.766
2023-03-22,0.789
2023-03-23,0.787
2023-03-24,0.82
2023-03-27,0.828
2023-03-28,0.814
2023-03-29,0.806
2023-03-30,0.799
2023-03-31,0.846
2023-04-03,0.887
2023-04-04,0.882
2023-04-06,0.858
2023-04-07,0.89
2023-04-10,0.843
2023-04-11,0.89
2023-04-12,0.939
2023-04-13,0.92
2023-04-14,0.898
2023-04-17,0.863
